0,0,0,0,238,2,0
0,0,0,1,272,4,0
0,0,0,2,268,12,0
0,0,0,3,255,13,0
0,0,1,0,276,17,0
0,0,1,1,258,11,0
0,0,1,2,277,17,0
0,0,1,3,277,13,0
0,0,2,0,261,18,0
0,0,2,1,273,6,0
0,0,2,2,269,15,0
0,0,2,3,260,3,0
0,0,3,0,267,12,0
0,0,3,1,275,12,0
0,0,3,2,266,16,0
0,0,3,3,270,12,0
0,1,0,1,276,1,1
0,1,0,0,238,-4,1
0,1,0,2,268,10,1
0,1,3,1,292,9,1
0,1,1,0,261,3,1
0,1,1,1,259,4,1
0,1,1,2,270,9,1
0,1,0,3,266,10,1
0,1,1,3,271,12,1
0,1,2,0,267,9,1
0,1,2,1,272,7,1
0,1,2,2,272,9,1
0,1,3,0,276,10,1
0,1,3,2,276,11,1
0,1,2,3,268,8,1
0,1,3,3,272,11,1
0,2,3,0,265,12,2
0,2,1,0,260,-2,2
0,2,2,0,262,9,2
0,2,1,1,257,4,2
0,2,3,1,274,9,2
0,2,2,1,268,7,2
0,2,0,1,263,1,2
0,2,0,0,253,-1,2
0,2,0,2,261,5,2
0,2,1,2,262,6,2
0,2,2,2,267,7,2
0,2,3,2,272,8,2
0,2,0,3,265,7,2
0,2,1,3,266,8,2
0,2,2,3,267,8,2
0,2,3,3,268,9,2
0,3,3,2,278,7,3
0,3,3,1,273,9,3
0,3,1,2,260,5,3
0,3,0,0,253,-2,3
0,3,2,1,269,7,3
0,3,2,2,269,7,3
0,3,2,3,269,7,3
0,3,3,3,270,6,3
0,3,3,0,268,10,3
0,3,2,0,265,9,3
0,3,1,1,264,4,3
0,3,0,1,262,2,3
0,3,0,2,263,5,3
0,3,0,3,263,6,3
0,3,1,3,266,7,3
0,3,1,0,260,2,3
0,4,1,3,267,6,4
0,4,0,0,257,-2,4
0,4,3,1,289,11,4
0,4,2,0,265,11,4
0,4,1,2,266,5,4
0,4,2,2,271,7,4
0,4,2,3,269,6,4
0,4,0,2,265,6,4
0,4,0,3,265,6,4
0,4,1,1,264,4,4
0,4,0,1,262,2,4
0,4,1,0,260,2,4
0,4,3,2,278,8,4
0,4,2,1,269,8,4
0,4,3,0,274,10,4
0,4,3,3,274,7,4
0,5,0,0,258,-2,5
0,5,0,1,269,1,5
0,5,3,0,266,12,5
0,5,2,1,271,10,5
0,5,1,1,264,4,5
0,5,1,0,261,2,5
0,5,1,2,267,5,5
0,5,0,2,265,5,5
0,5,3,1,276,11,5
0,5,2,0,269,9,5
0,5,2,2,268,7,5
0,5,3,2,273,9,5
0,5,1,3,267,6,5
0,5,2,3,272,6,5
0,5,0,3,265,5,5
0,5,3,3,272,7,5
0,6,0,3,268,6,6
0,6,0,0,255,2,6
0,6,1,1,255,7,6
0,6,2,0,268,11,6
0,6,1,2,262,6,6
0,6,0,2,264,6,6
0,6,1,3,267,6,6
0,6,0,1,263,3,6
0,6,1,0,259,4,6
0,6,2,1,262,8,6
0,6,2,2,263,6,6
0,6,3,0,267,11,6
0,6,3,1,266,11,6
0,6,2,3,268,6,6
0,6,3,2,268,9,6
0,6,3,3,267,7,6
0,7,3,3,267,4,7
0,7,2,0,271,11,7
0,7,3,1,274,10,7
0,7,2,2,267,6,7
0,7,2,3,267,6,7
0,7,3,2,270,9,7
0,7,1,1,266,8,7
0,7,1,0,265,7,7
0,7,2,1,265,8,7
0,7,3,0,270,11,7
0,7,1,2,265,6,7
0,7,1,3,266,6,7
0,7,0,0,264,5,7
0,7,0,2,264,6,7
0,7,0,1,263,4,7
0,7,0,3,268,6,7
0,8,0,3,271,10,8
0,8,3,2,278,9,8
0,8,3,1,269,10,8
0,8,2,0,269,10,8
0,8,2,2,269,8,8
0,8,1,0,268,8,8
0,8,2,1,272,8,8
0,8,1,2,270,7,8
0,8,0,0,266,7,8
0,8,0,2,268,8,8
0,8,1,3,267,6,8
0,8,3,3,270,7,8
0,8,2,3,268,7,8
0,8,3,0,270,10,8
0,8,1,1,253,9,8
0,8,0,1,250,6,8
0,9,3,1,260,12,9
0,9,1,2,264,8,9
0,9,0,2,280,10,9
0,9,3,2,280,8,9
0,9,2,0,262,12,9
0,9,2,2,269,9,9
0,9,2,1,271,9,9
0,9,3,0,265,11,9
0,9,0,3,273,9,9
0,9,1,3,269,8,9
0,9,2,3,269,8,9
0,9,1,1,264,9,9
0,9,0,1,265,8,9
0,9,3,3,271,8,9
0,9,1,0,266,9,9
0,9,0,0,265,8,9
0,10,3,0,271,14,10
0,10,3,1,257,13,10
0,10,0,2,277,10,10
0,10,1,0,272,9,10
0,10,2,0,264,12,10
0,10,2,1,269,10,10
0,10,3,2,269,10,10
0,10,2,2,267,11,10
0,10,1,2,271,9,10
0,10,0,3,273,9,10
0,10,1,3,270,8,10
0,10,1,1,268,9,10
0,10,0,1,270,9,10
0,10,0,0,268,8,10
0,10,2,3,269,9,10
0,10,3,3,271,9,10
0,11,3,0,275,12,11
0,11,2,3,263,9,11
