69,69,2,0,18,211
69,69,2,2,19,220
69,69,3,2,15,218
69,69,2,1,19,206
69,69,3,1,16,215
69,69,1,0,19,213
69,69,1,1,21,216
69,69,3,0,16,214
69,69,1,2,23,216
69,69,1,3,21,218
69,69,2,3,20,219
69,69,3,3,19,221
69,69,0,1,22,216
69,69,0,0,22,219
69,69,0,2,22,218
69,69,0,3,22,216
69,0,0,0,14,236
69,0,0,1,11,258
69,0,0,2,9,260
69,0,0,3,10,275
69,0,1,0,17,275
69,0,1,1,11,272
69,0,1,2,15,266
69,0,1,3,9,281
69,0,2,0,15,258
69,0,2,1,18,273
69,0,2,2,13,271
69,0,2,3,14,271
69,0,3,0,14,265
69,0,3,1,12,266
69,0,3,2,10,249
69,0,3,3,20,265
69,5,1,1,12,260
69,5,2,2,15,261
69,5,0,2,5,252
69,5,1,0,12,260
69,5,2,0,14,263
69,5,1,2,13,260
69,5,0,1,11,258
69,5,2,1,14,261
69,5,0,0,11,259
69,5,3,3,14,262
69,5,2,3,14,263
69,5,3,2,14,263
69,5,1,3,12,260
69,5,3,1,15,262
69,5,0,3,11,258
69,5,3,0,17,259
69,10,2,0,15,274
69,10,1,2,12,268
69,10,3,0,12,261
69,10,2,3,9,270
69,10,3,1,14,266
69,10,2,1,14,264
69,10,1,1,13,266
69,10,1,0,12,265
69,10,0,3,11,266
69,10,0,2,11,264
69,10,0,1,11,260
69,10,1,3,10,264
69,10,2,2,12,266
69,10,3,2,13,264
69,10,3,3,13,266
69,10,0,0,11,259
69,56,0,2,12,227
69,56,2,3,9,232
69,56,3,1,10,236
69,56,3,0,10,236
69,56,1,2,11,229
69,56,0,1,13,228
69,56,1,1,12,228
69,56,1,3,11,231
69,56,0,3,12,230
69,56,2,2,11,231
69,56,3,2,10,236
69,56,3,3,10,232
69,56,2,1,12,233
69,56,2,0,12,233
69,56,0,0,12,226
69,56,1,0,12,230
69,42,3,2,7,249
69,42,0,2,6,237
69,42,1,3,9,242
69,42,2,2,9,246
69,42,1,2,9,242
69,42,0,1,9,243
69,42,0,0,9,246
69,42,2,3,10,240
69,42,3,1,9,246
69,42,3,3,10,241
69,42,0,3,10,240
69,42,3,0,10,247
69,42,2,1,16,232
69,42,2,0,14,231
69,42,1,0,13,231
69,42,1,1,13,238
69,24,3,1,12,264
69,24,3,0,15,269
69,24,0,0,11,275
69,24,0,3,10,261
69,24,2,2,14,267
69,24,3,2,14,268
69,24,2,1,13,270
69,24,2,0,13,269
69,24,0,1,12,273
69,24,1,1,12,271
69,24,1,0,13,273
69,24,0,2,13,265
69,24,1,3,11,269
69,24,1,2,12,267
69,24,2,3,14,268
69,24,3,3,14,267
69,37,0,1,11,252
69,37,2,1,11,242
69,37,0,3,12,253
69,37,0,2,9,242
69,37,1,1,11,243
69,37,1,0,10,247
69,37,0,0,12,249
69,37,1,2,11,245
69,37,3,1,10,241
69,37,2,2,13,243
69,37,2,0,10,246
69,37,3,2,12,241
69,37,3,0,11,245
69,37,1,3,12,245
69,37,2,3,12,242
69,37,3,3,13,242
69,25,0,3,11,253
69,25,2,1,14,271
69,25,3,1,10,266
69,25,0,0,10,279
69,25,2,2,13,268
69,25,2,0,13,269
69,25,1,0,13,275
69,25,0,2,11,269
69,25,1,2,12,271
69,25,1,3,12,267
69,25,3,0,14,269
69,25,3,2,13,268
69,25,2,3,13,267
69,25,3,3,14,269
69,25,1,1,12,263
69,25,0,1,13,261
69,52,3,0,3,245
69,52,0,1,11,235
69,52,2,1,12,238
69,52,1,3,11,215
69,52,2,0,8,241
69,52,3,1,9,241
69,52,1,1,12,236
69,52,1,2,11,230
69,52,0,2,13,228
69,52,1,0,11,234
69,52,0,0,12,230
69,52,2,2,11,232
69,52,3,2,11,238
69,52,2,3,11,226
69,52,0,3,12,226
69,52,3,3,10,232
69,14,0,0,13,276
69,14,0,1,12,272
69,14,2,3,11,262
69,14,2,2,12,275
69,14,1,1,13,274
69,14,1,0,11,271
69,14,0,2,13,275
69,14,1,2,12,270
69,14,3,3,14,269
69,14,1,3,11,271
69,14,3,2,13,270
69,14,3,1,12,271
69,14,2,1,12,269
69,14,2,0,12,270
69,14,0,3,12,271
69,14,3,0,13,266
69,20,0,3,13,266
69,20,1,1,10,271
69,20,3,0,17,266
69,20,0,1,11,280
69,20,1,2,13,270
69,20,0,2,12,272
69,20,1,3,13,270
69,20,2,2,14,268
69,20,2,1,15,269
69,20,0,0,12,275
69,20,1,0,12,274
69,20,2,0,14,272
69,20,3,1,15,269
69,20,2,3,14,269
69,20,3,2,13,270
69,20,3,3,14,268
69,46,0,0,7,242
69,46,3,3,7,239
69,46,2,2,13,246
69,46,1,0,12,239
69,46,0,1,11,242
69,46,1,1,11,241
69,46,2,3,10,243
69,46,3,2,11,242
69,46,1,3,10,239
69,46,1,2,12,242
69,46,3,1,12,242
69,46,2,1,13,240
69,46,2,0,12,241
69,46,0,2,11,241
69,46,0,3,10,245
69,46,3,0,12,242
69,57,3,0,10,237
69,57,3,1,10,224
69,57,1,0,12,229
69,57,3,2,11,243
69,57,2,1,12,233
69,57,2,0,12,233
69,57,2,2,11,233
69,57,0,1,12,227
69,57,1,1,12,229
69,57,0,0,12,228
69,57,2,3,10,236
69,57,3,3,11,235
69,57,1,2,11,231
69,57,1,3,11,233
69,57,0,2,12,231
69,57,0,3,12,232
69,29,1,2,13,279
69,29,2,2,10,261
69,29,2,1,11,270
69,29,3,3,13,264
69,29,0,2,12,277
69,29,1,1,10,268
69,29,2,3,12,267
69,29,1,3,12,269
69,29,0,3,12,270
69,29,0,1,11,267
69,29,3,1,12,265
69,29,3,2,12,266
69,29,3,0,11,269
69,29,2,0,11,269
69,29,1,0,11,265
69,29,0,0,10,267
69,61,0,1,18,235
69,61,1,0,19,218
69,61,3,1,15,222
69,61,2,1,15,224
69,61,1,1,17,227
69,61,0,0,17,227
69,61,0,2,16,233
69,61,1,2,16,227
69,61,2,0,16,224
69,61,2,2,15,227
69,61,3,0,14,227
69,61,3,2,13,225
69,61,0,3,15,228
69,61,1,3,15,229
69,61,2,3,15,229
69,61,3,3,16,231
69,1,0,1,9,240
69,1,2,2,16,265
69,1,2,0,10,259
69,1,2,3,14,270
69,1,0,0,11,240
69,1,0,2,9,247
69,1,1,0,12,254
69,1,1,1,11,257
69,1,1,2,14,257
69,1,1,3,11,264
69,1,2,1,15,259
69,1,3,1,12,261
69,1,3,2,12,259
69,1,3,3,16,264
69,1,3,0,14,261
69,1,0,3,11,260
69,74,3,3,22,213
69,74,2,2,23,230
69,74,1,0,23,214
69,74,3,2,23,215
69,74,2,3,22,218
69,74,1,2,23,223
69,74,1,1,21,218
69,74,1,3,22,223
69,74,2,1,23,219
69,74,3,1,22,220
69,74,0,1,21,215
69,74,2,0,21,214
69,74,0,0,21,217
69,74,0,2,21,217
69,74,0,3,21,220
69,74,3,0,20,219
69,6,0,0,12,263
69,6,1,1,14,264
69,6,2,2,15,256
69,6,0,1,9,263
69,6,1,0,12,262
69,6,0,2,10,262
69,6,2,0,13,263
69,6,1,2,13,260
69,6,2,1,13,260
69,6,3,3,14,257
69,6,2,3,15,260
69,6,3,2,14,260
69,6,1,3,12,259
69,6,3,1,15,261
69,6,0,3,11,259
69,6,3,0,14,260
69,60,1,0,18,220
69,60,1,1,17,226
69,60,2,1,15,223
69,60,3,3,17,238
69,60,2,0,15,224
69,60,0,1,15,227
69,60,0,0,16,225
69,60,0,2,16,228
69,60,1,2,15,227
69,60,2,2,15,230
69,60,3,1,14,226
69,60,3,0,14,227
69,60,3,2,13,232
69,60,2,3,13,232
69,60,0,3,15,224
69,60,1,3,14,227
69,28,2,2,10,265
69,28,3,1,13,266
69,28,2,1,10,270
69,28,0,2,10,265
69,28,3,3,12,267
69,28,1,1,9,267
69,28,3,2,12,268
69,28,2,3,12,267
69,28,1,2,12,269
69,28,1,3,11,266
69,28,3,0,11,269
69,28,2,0,11,269
69,28,1,0,11,269
69,28,0,3,12,265
69,28,0,1,10,266
69,28,0,0,10,265
69,38,1,0,7,251
69,38,3,2,9,244
69,38,2,2,17,246
69,38,0,0,12,251
69,38,0,1,11,252
69,38,2,1,11,244
69,38,1,1,12,250
69,38,2,0,10,251
69,38,3,1,11,246
69,38,2,3,14,245
69,38,3,3,14,243
69,38,1,2,12,247
69,38,1,3,13,246
69,38,0,2,11,248
69,38,3,0,11,248
69,38,0,3,12,248
69,70,1,3,22,210
69,70,2,0,19,212
69,70,0,3,24,216
69,70,1,1,21,219
69,70,2,2,21,215
69,70,1,2,23,214
69,70,2,3,21,213
69,70,0,2,22,215
69,70,2,1,21,214
69,70,3,1,20,213
69,70,1,0,19,216
69,70,3,0,18,215
69,70,0,1,22,216
69,70,0,0,21,218
69,70,3,2,20,216
69,70,3,3,19,216
69,21,3,3,18,275
69,21,1,1,10,271
69,21,0,2,13,267
69,21,1,2,12,271
69,21,2,2,14,270
69,21,2,3,15,270
69,21,3,2,15,271
69,21,0,1,11,274
69,21,2,1,14,273
69,21,0,0,12,272
69,21,1,0,13,274
69,21,2,0,13,272
69,21,0,3,13,269
69,21,1,3,13,270
69,21,3,1,14,269
69,21,3,0,15,269
69,33,0,2,11,268
69,33,2,3,10,255
69,33,3,3,9,256
69,33,0,1,10,268
69,33,1,3,11,261
69,33,0,3,12,264
69,33,1,0,9,266
69,33,0,0,10,269
69,33,3,2,11,233
69,33,3,1,9,231
69,33,2,1,9,241
69,33,2,2,11,241
69,33,3,0,10,240
69,33,2,0,11,244
69,33,1,1,12,249
69,33,1,2,12,243
69,65,1,3,16,226
69,65,0,3,18,218
69,65,3,3,16,225
69,65,2,1,15,229
69,65,0,2,16,227
69,65,1,2,17,223
69,65,2,2,17,225
69,65,2,3,16,228
69,65,3,2,15,225
69,65,1,1,17,227
69,65,1,0,17,229
69,65,3,1,16,226
69,65,2,0,15,226
69,65,3,0,13,227
69,65,0,1,18,229
69,65,0,0,18,230
69,9,0,3,10,261
69,9,3,0,14,272
69,9,0,2,8,255
69,9,0,1,9,240
69,9,1,2,9,256
69,9,1,3,11,258
69,9,2,0,13,273
69,9,3,1,15,267
69,9,2,1,14,260
69,9,1,1,11,254
69,9,1,0,11,258
69,9,0,0,9,253
69,9,2,2,12,261
69,9,2,3,12,262
69,9,3,2,14,261
69,9,3,3,14,263
69,53,3,2,10,245
69,53,1,3,14,215
69,53,2,0,12,250
69,53,3,3,10,235
69,53,2,1,12,242
69,53,3,1,9,245
69,53,2,2,11,233
69,53,2,3,12,231
69,53,1,2,12,231
69,53,0,2,13,226
69,53,0,3,12,225
69,53,3,0,9,245
69,53,1,1,12,235
69,53,1,0,12,238
69,53,0,1,12,232
69,53,0,0,12,234
69,13,3,3,17,271
69,13,2,0,13,266
69,13,0,2,14,275
69,13,1,3,10,268
69,13,3,2,15,269
69,13,2,2,13,270
69,13,2,3,12,269
69,13,3,0,15,267
69,13,3,1,12,265
69,13,2,1,14,269
69,13,1,1,13,270
69,13,1,0,12,269
69,13,0,1,11,270
69,13,1,2,12,268
69,13,0,3,11,267
69,13,0,0,10,270
69,41,3,2,11,243
69,41,2,3,13,232
69,41,3,1,9,245
69,41,0,2,8,241
69,41,2,2,13,239
69,41,2,1,10,244
69,41,3,3,14,239
69,41,1,3,12,239
69,41,1,2,9,239
69,41,2,0,9,245
69,41,3,0,10,243
69,41,1,1,11,241
69,41,0,3,10,239
69,41,0,1,9,242
69,41,1,0,10,242
69,41,0,0,10,243
69,73,1,2,23,221
69,73,0,2,21,215
69,73,1,1,17,216
69,73,3,3,22,215
69,73,1,3,22,218
69,73,2,3,22,217
69,73,0,1,20,215
69,73,2,2,21,218
69,73,2,1,21,215
69,73,0,3,21,217
69,73,1,0,20,214
69,73,2,0,20,212
69,73,0,0,19,217
69,73,3,2,21,214
69,73,3,1,20,214
69,73,3,0,20,213
69,2,3,2,19,258
69,2,2,1,11,256
69,2,3,3,13,275
69,2,3,0,17,268
69,2,2,2,15,265
69,2,2,3,15,269
69,2,3,1,14,261
69,2,2,0,12,259
69,2,1,0,12,254
69,2,1,1,12,258
69,2,1,2,14,259
69,2,1,3,13,264
69,2,0,1,11,250
69,2,0,0,11,251
69,2,0,2,11,256
69,2,0,3,12,259
69,32,3,2,7,257
69,32,0,1,10,268
69,32,1,2,7,261
69,32,1,0,9,273
69,32,2,1,7,263
69,32,3,1,7,259
69,32,2,2,8,262
69,32,2,3,10,263
69,32,3,3,9,261
69,32,0,0,11,269
69,32,1,1,10,267
69,32,0,2,10,269
69,32,1,3,11,265
69,32,0,3,12,267
69,32,2,0,10,266
69,32,3,0,10,263
69,34,1,1,12,244
69,34,3,0,12,236
69,34,2,0,10,244
69,34,1,2,14,246
69,34,0,2,13,249
69,34,0,1,11,254
69,34,1,0,10,252
69,34,0,0,11,252
69,34,2,1,11,241
69,34,2,2,13,243
69,34,3,1,11,239
69,34,2,3,13,247
69,34,1,3,12,252
69,34,0,3,13,256
69,34,3,2,12,241
