1,0,0,0,236,14,0
1,0,0,1,239,11,0
1,0,0,2,230,11,0
1,0,0,3,235,4,0
1,0,0,4,239,16,0
1,0,0,5,246,5,0
1,0,0,6,241,6,0
1,0,0,7,226,15,0
1,0,0,8,239,10,0
1,0,0,9,236,8,0
1,0,0,10,219,6,0
1,0,0,11,223,14,0
1,0,0,12,279,8,0
1,0,0,13,267,10,0
1,0,0,14,267,13,0
1,0,0,15,277,9,0
1,0,0,16,275,10,0
1,0,0,17,264,11,0
1,0,0,18,278,9,0
1,0,0,19,273,13,0
1,0,0,20,273,8,0
1,0,0,21,267,14,0
1,0,0,22,276,11,0
1,0,0,23,267,11,0
1,0,0,24,253,13,0
1,0,0,25,267,6,0
1,0,0,26,265,14,0
1,0,0,27,275,11,0
1,0,0,28,270,6,0
1,0,0,29,263,13,0
1,0,0,30,254,9,0
1,0,0,31,270,9,0
1,0,0,32,273,6,0
1,0,0,33,273,13,0
1,0,0,34,269,9,0
1,0,0,35,272,4,0
1,0,0,36,273,11,0
1,0,0,37,260,8,0
1,0,0,38,297,11,0
1,0,0,39,300,9,0
1,0,0,40,305,12,0
1,0,0,41,308,10,0
1,0,0,42,311,8,0
1,0,0,43,302,11,0
1,0,0,44,293,9,0
1,0,0,45,300,12,0
1,0,0,46,309,12,0
1,0,0,47,309,10,0
1,0,0,48,309,7,0
1,0,0,49,314,11,0
1,0,1,0,238,9,0
1,0,1,1,239,9,0
1,0,1,2,234,6,0
1,0,1,3,229,10,0
1,0,1,4,227,10,0
1,0,1,5,236,12,0
1,0,1,6,234,8,0
1,0,1,7,237,12,0
1,0,1,8,232,13,0
1,0,1,9,228,7,0
1,0,1,10,247,12,0
1,0,1,11,228,13,0
1,0,1,12,273,8,0
1,0,1,13,266,7,0
1,0,1,14,261,13,0
1,0,1,15,273,13,0
1,0,1,16,278,7,0
1,0,1,17,272,12,0
1,0,1,18,266,7,0
1,0,1,19,259,4,0
1,0,1,20,274,13,0
1,0,1,21,264,3,0
1,0,1,22,270,16,0
1,0,1,23,278,13,0
1,0,1,24,263,11,0
1,0,1,25,277,12,0
1,0,1,26,268,12,0
1,0,1,27,267,15,0
1,0,1,28,272,12,0
1,0,1,29,257,11,0
1,0,1,30,279,16,0
1,0,1,31,283,9,0
1,0,1,32,270,6,0
1,0,1,33,257,16,0
1,0,1,34,272,16,0
1,0,1,35,273,12,0
1,0,1,36,264,10,0
1,0,1,37,272,15,0
1,0,1,38,308,6,0
1,0,1,39,307,10,0
1,0,1,40,309,10,0
1,0,1,41,303,10,0
1,0,1,42,299,9,0
1,0,1,43,305,10,0
1,0,1,44,305,9,0
1,0,1,45,300,16,0
1,0,1,46,302,14,0
1,0,1,47,315,12,0
1,0,1,48,300,11,0
1,0,1,49,306,5,0
1,0,2,0,241,8,0
1,0,2,1,242,14,0
1,0,2,2,222,9,0
1,0,2,3,247,10,0
1,0,2,4,237,8,0
1,0,2,5,234,8,0
1,0,2,6,234,8,0
1,0,2,7,240,9,0
1,0,2,8,232,6,0
1,0,2,9,241,12,0
1,0,2,10,240,13,0
1,0,2,11,233,8,0
1,0,2,12,264,9,0
1,0,2,13,265,10,0
1,0,2,14,277,5,0
1,0,2,15,275,13,0
1,0,2,16,269,7,0
1,0,2,17,271,7,0
1,0,2,18,256,8,0
1,0,2,19,265,16,0
1,0,2,20,267,8,0
1,0,2,21,271,9,0
1,0,2,22,267,13,0
1,0,2,23,269,16,0
1,0,2,24,268,16,0
1,0,2,25,271,7,0
1,0,2,26,272,8,0
1,0,2,27,268,9,0
1,0,2,28,268,9,0
